hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
7dae459f5e,ollama_gpt-oss_120b,4,"The patch changes libiscsi so that the iscsi class connection object is added to sysfs only after its driver data (dd_data) is initialized, preventing a NULL dereference when userspace reads attributes. It also deletes the now‑unused iscsi_create_conn() helper.",4,0,2,0,,,,,,,,,70.65,,,,,,
7dc65e3c0e,ollama_gpt-oss_120b,4,"The patch changes the cast of of_device_get_match_data() to (uintptr_t) before converting to enum mxcmci_type, eliminating a clang -Wvoid-pointer-to-enum-cast warning in the mxcmmc driver.",0,0,4,0,,,,,,,,,53.772,,,,,,
7e193a42c3,ollama_gpt-oss_120b,3,"The patch extends can_changelink() to also check can_priv::bitrate_const, enabling netlink configuration of CAN devices with fixed bit rates without requiring a dummy do_set_bittiming callback.",4,2,2,0,,,,,,,,,55.743,,,,,,
7e271f42a5,ollama_gpt-oss_120b,4,"The patch adds a cleanup call on the error path of xhci_alloc_stream_info() to free the previously allocated stream_ctx_array, eliminating a memory leak in the XHCI host driver.",4,0,0,0,,,,,,,,,53.922,,,,,,
7e47607133,ollama_gpt-oss_120b,3,"Adds a NULL‑pointer check after ioremap() in the ray_cs driver, validating local->sram and related pointers before use to avoid later dev_dbg on a NULL address.",0,4,2,0,,,,,,,,,60.802,,,,,,
7e97cfed99,ollama_gpt-oss_120b,4,"The patch changes vsock_connect() to use mod_delayed_work() when the connect work is already pending and adds a sock_put() to balance the extra sock_hold, eliminating a memory leak reported by syzbot.",4,0,0,0,,,,,,,,,56.978,,,,,,
7ea75dd386,ollama_gpt-oss_120b,4,"The commit rewrites the Atmel/Microchip I2C device tree binding from the old .txt format to a JSON‑schema representation, updating documentation to the new DT schema standard.",0,1,4,0,,,,,,,,,63.395,,,,,,
7f8170686d,ollama_gpt-oss_120b,3,"The patch moves the LCOUNT definition from implementation code into the Intel soundwire header, centralising it for clarity.",0,0,4,0,,,,,,,,,54.122,,,,,,
7fa6c0fe8b,ollama_gpt-oss_120b,3,"The patch updates habanalabs' map_block() to set the block‑id handle only when get_hw_block_id() succeeds, preventing a handle of 0 from being returned on failure.",4,2,1,0,,,,,,,,,62.396,,,,,,
7fe05e125d,ollama_gpt-oss_120b,3,"The patch adds a missing WARN_ON validation for the VF pointer in ice_vsi_rebuild, fixing a kernel panic that occurred when resetting virtual functions.",4,2,0,0,,,,,,,,,61.581,,,,,,
8001fa240f,ollama_gpt-oss_120b,4,"The patch deletes the unused DMA‑32 fallback path in the hisi_sas SCSI driver, because dma_set_mask() with a 64‑bit mask never fails when dev->dma_mask is set, making the 32‑bit fallback redundant.",0,0,4,0,,,,,,,,,77.297,,,,,,
8007935305,ollama_gpt-oss_120b,3,"The patch updates the armada_37xx watchdog driver so that its .set_timeout callback also writes the new timeout value to counter 1, which .ping does not modify, ensuring ioctl(WDIOC_SETTIMEOUT) correctly changes the watchdog timeout.",4,0,0,0,,,,,,,,,65.427,,,,,,
801179b670,ollama_gpt-oss_120b,4,"The patch deletes the .is_enabled field from PRCMU clock drivers because the generic clock core already maintains a software enable count, removing redundant state.",0,1,4,0,,,,,,,,,63.435,,,,,,
805a3ebed5,ollama_gpt-oss_120b,3,"The patch reorganizes riscv memory‑init code to place the pt_ops macro inside the CONFIG_XIP_KERNEL conditional and groups XIP‑only definitions, reducing scattered #ifdef CONFIG_XIP_KERNEL usage.",0,1,4,0,,,,,,,,,81.287,,,,,,
80890c5ea0,ollama_gpt-oss_120b,3,"The patch relaxes the restriction on changing the SCSI target driver database root directory, allowing the change only when no devices are registered, fixing a usability limitation.",4,0,0,0,,,,,,,,,58.9,,,,,,
8094029330,ollama_gpt-oss_120b,3,"The patch adds calls to remove_kprobe_event_legacy() on error paths after add_kprobe_event_legacy() or attach_perf_event_opts(), ensuring stale kprobe events are cleaned up when livepatch and kprobe coexist.",4,0,0,0,,,,,,,,,53.229,,,,,,
80d691854f,ollama_gpt-oss_120b,3,"The commit adds support for the MediaTek mt8186 System Control Processor (SCP) in the remoteproc driver, enabling the kernel to manage this co‑processor on mt8186 platforms.",0,0,0,4,,,,,,,,,66.377,,,,,,
81188dd195,ollama_gpt-oss_120b,4,"The patch adds module parameters to the speakup_dummy driver so default driver settings can be specified at boot time, enabling configuration via module options instead of post‑boot sysfs writes.",0,1,0,4,,,,,,,,,53.1,,,,,,
8262499426,ollama_gpt-oss_120b,4,"Adds the legacy compatible string 'riscv,clint0' to the sifive,clint dt-binding so that QEMU‑generated device trees pass dt‑validate.",4,0,1,0,,,,,,,,,65.333,,,,,,
82806744fd,ollama_gpt-oss_120b,4,"The patch updates swiotlb_max_mapping_size() to include the device's minimum alignment mask, fixing the max DMA mapping size calculation. This resolves boot failures on Hyper‑V Isolation VMs where offsets prevented finding a suitable bounce buffer.",4,0,1,0,,,,,,,,,61.568,,,,,,
829ec038c9,ollama_gpt-oss_120b,3,"The patch switches the Habana Labs CB flow to the new unified memory manager, adds required code for the flow, and removes the previous memory management implementation.",0,1,4,0,,,,,,,,,60.908,,,,,,
82cd4bacff,ollama_gpt-oss_120b,4,"The patch modifies vmbus_request_addr() to return VMBUS_RQST_ERROR when the transaction ID is zero, preventing a NULL dereference in netvsc_send_completion() and making zero‑ID handling consistent with Hyper‑V semantics.",4,0,0,0,,,,,,,,,65.829,,,,,,
831f87424d,ollama_gpt-oss_120b,3,"The commit updates the imx-jpeg driver to handle source changes within a function, enabling dynamic resolution changes at runtime.",1,1,1,4,,,,,,,,,60.823,,,,,,
836e49e103,ollama_gpt-oss_120b,4,"The patch changes bpf_selem_alloc to use copy_map_value instead of memcpy, preventing the user‑supplied spin‑lock field from overwriting the zero‑initialized lock in map values for inode_storage, sk_storage, and task_storage maps.",4,1,0,0,,,,,,,,,67.096,,,,,,
837cf45df1,ollama_gpt-oss_120b,3,"The patch fixes a race in MPTCP's handling of consecutive ADD_ADDR options by caching the remote address earlier and consistently using the cached value after releasing the path manager lock, preventing overwriting.",4,0,0,0,,,,,,,,,57.386,,,,,,
8450813136,ollama_gpt-oss_120b,3,"The commit separates the device‑tree binding schema for Synopsys DW uMCTL2 DDR controllers from the Zynq A05 DDRC controller, updating the synopsys,ddrc-ecc.yaml and related documentation to reflect the different CSR layout and lack of IRQ support.",0,2,4,0,,,,,,,,,62.023,,,,,,
849c19d149,ollama_gpt-oss_120b,3,"The patch modifies the Rockchip device‑tree for the ROCK Pi 4 series to set the I2S1 node status to “disabled”, ensuring the pins on the 40‑pin header stay in their default GPIO mode.",0,4,1,0,,,,,,,,,67.128,,,,,,
84c9829d16,ollama_gpt-oss_120b,3,"Adds clock and reset definitions for the ADC block in the Renesas r9a07g043 CPG driver, enabling the driver to manage ADC clocks and resets.",0,0,1,4,,,,,,,,,57.691,,,,,,
84d46e1fc3,ollama_gpt-oss_120b,4,"The patch deletes the declaration and assignment of the variable 'mdss' in drivers/gpu/drm/msm/msm_drv.c because the code that used it was removed, eliminating a clang ‘set but not used’ warning.",0,0,4,0,,,,,,,,,65.571,,,,,,
8512559741,ollama_gpt-oss_120b,4,"The patch changes tcp_v4_rcv() to call kfree_skb_reason() instead of kfree_skb(), supplying explicit drop reasons (NO_SOCKET, PKT_TOO_SMALL, TCP_CSUM, TCP_FILTER) so that freed‑skb trace events include the cause.",0,0,4,0,,,,,,,,,113.488,,,,,,
854d8e3616,ollama_gpt-oss_120b,4,"The patch deletes an obsolete comment and an unnecessary overflow check in the writeback code, relying on a prior fix that guarantees the variable cannot be negative or overflow, thus simplifying the implementation.",0,0,4,0,,,,,,,,,60.904,,,,,,
8551ed70dd,ollama_gpt-oss_120b,3,"Updates the MAINTAINERS file to correct the reference to the Mediatek JPEG driver yaml files and expands the entry to include the encoder, fixing the get_maintainer script warning.",2,0,2,0,,,,,,,,,61.309,,,,,,
85c73bf726,ollama_gpt-oss_120b,3,"The patch modifies xfs_buf_incore() to return an error code and place the buffer in an output parameter, aligning it with other XFS buffer APIs for consistent usage.",0,0,4,0,,,,,,,,,54.296,,,,,,
862a876c3a,ollama_gpt-oss_120b,3,"The patch adjusts the DSC slice‑reset logic in the AMD DRM driver so that when neither the minimum nor maximum slice can accommodate the required pixel clock, DSC is correctly disabled instead of incorrectly allowing a max slice.",4,0,1,0,,,,,,,,,58.962,,,,,,
868695e43b,ollama_gpt-oss_120b,4,"The patch adds clock and reset definitions for PWM channels 8‑14 in the Renesas r9a09g011 CPG driver, marks the shared APB clock as critical, and documents Linux usage restrictions.",0,1,0,4,,,,,,,,,48.558,,,,,,
872ad758f9,ollama_gpt-oss_120b,3,"The patch corrects MTU handling in the lan966x driver: it reads the maximum MTU from hardware (including L2 header and FCS) and adjusts skb allocation to account for skb_shared_info, preventing allocation failures when frames fill a page.",4,0,1,0,,,,,,,,,61.442,,,,,,
879e5ac7b2,ollama_gpt-oss_120b,3,"Adds bookkeeping to enable the host to unwind the hypervisor stack in non‑protected nVHE mode on arm64, storing the unwind start point and address translation data for later use.",0,0,1,4,,,,,,,,,61.04,,,,,,
886e09c77d,ollama_gpt-oss_120b,4,The commit corrects a misspelled word in the error log printed when devm_snd_dmaengine_pcm_register() fails in the Microchip SPDIF receiver driver.,0,0,4,0,,,,,,,,,61.097,,,,,,
89b3554782,ollama_gpt-oss_120b,4,"The patch sets fb_modifiers_not_supported in the vkms driver so AMDGPU stops using framebuffer modifiers, fixing GDM3 start failures on virtual displays.",4,2,0,0,,,,,,,,,60.79,,,,,,
89c30dd221,ollama_gpt-oss_120b,4,"Fixes Chinese documentation translation for the devicetree usage-model, keeping the term ""machine_desc"" untranslated.",0,0,1,0,,,,,,,,,60.535,,,,,,
8a85007c83,ollama_gpt-oss_120b,3,"Adds a helper function in the pmbus hwmon driver to test whether a block‑type register exists, because existing checks fail when PEC is enabled.",0,0,2,4,,,,,,,,,56.963,,,,,,
8af028c2b2,ollama_gpt-oss_120b,3,"The patch replaces the multiline macro vt6655_mac_word_reg_bits_off in the vt6655 driver with an equivalent static inline function, because checkpatch rejects multiline macros.",0,0,4,0,,,,,,,,,61.857,,,,,,
8b1ac84dcf,ollama_gpt-oss_120b,4,"Adjusts sysfs-fs-erofs ABI documentation to correct Sphinx formatting errors (indentation and block quote issues), allowing documentation to build without warnings.",0,0,4,0,,,,,,,,,59.201,,,,,,
8b1b4730b0,ollama_gpt-oss_120b,3,"The patch updates the Realtek rtw89 8852c driver to add extra initialization for BA CAM version 1 and adjust the H2C payload format, ensuring correct Block Ack CAM setup.",4,2,1,0,,,,,,,,,56.241,,,,,,
8b3120dfc1,ollama_gpt-oss_120b,4,"The commit only adjusts whitespace indentation in the dcn32_hwseq.c file to resolve a smatch warning, without altering any logic or functionality.",0,0,4,0,,,,,,,,,60.22,,,,,,
8b3a9ad862,ollama_gpt-oss_120b,3,"The patch updates the jz4740‑i2s ASoC driver to use separate TX and RX FIFO flush bits when available, flushing each FIFO independently before the active‑stream check, and fixes the previous behavior where only the TX flush bit was set, leaving RX unflushed on newer SoCs.",4,0,1,2,,,,,,,,,68.918,,,,,,
8bad51c689,ollama_gpt-oss_120b,3,"Updates the Qualcomm SM6350‑Lena device‑tree to enable QUP and GPI DMA controllers, making those DMA engines usable and preparing the board for functional I2C nodes.",0,0,1,4,,,,,,,,,89.641,,,,,,
8c70bd5802,ollama_gpt-oss_120b,4,Adds PCI IDs for Intel Raptor Lake PCH‑S LPSS so the driver can recognize the new hardware.,0,0,0,4,,,,,,,,,64.504,,,,,,
8c8e5b6ae4,ollama_gpt-oss_120b,4,"The patch deletes a duplicated word 'to' from a comment in the crypto n2 driver, cleaning up documentation without changing any code behavior.",0,0,3,0,,,,,,,,,65.389,,,,,,
8cbd4725ff,ollama_gpt-oss_120b,4,"The patch adds explicit DSD mode handling for the Accuphase DAC-60 USB audio device, enabling native DSD up to DSD256 by selecting the correct alternate setting.",0,0,1,4,,,,,,,,,61.231,,,,,,
8da1170a16,ollama_gpt-oss_120b,3,"Adds support for the VCN 4.0 IP block in the amdgpu DRM driver, implementing its initialization and decoder/encoder ring functions to enable the new hardware capability.",0,0,0,4,,,,,,,,,58.31,,,,,,
8db41f733d,ollama_gpt-oss_120b,3,Adds EXPORT_SYMBOL for MediaTek VCodec decoder power‑management functions so they are visible to other modules when the decoder is built as a loadable module.,0,0,0,0,,,,,,,,,61.35,,,,,,
8ebcc62c73,ollama_gpt-oss_120b,4,Adds READ_ONCE() around accesses to net->ipv4.sysctl_igmp_qrv to stop concurrent modifications causing data races in IGMP handling.,4,0,0,0,,,,,,,,,56.802,,,,,,
8ef6e1ba71,ollama_gpt-oss_120b,4,Adds a boolean rx_timeout variable in the 8250 DW driver IRQ path to make the timeout condition explicit; no functional change.,0,0,4,0,,,,,,,,,64.552,,,,,,
8f0588e80e,ollama_gpt-oss_120b,3,"Adds proper error checking after calling nvmem_device_find in the PTP OCP driver, ensuring IS_ERR() is handled before using the pointer.",4,1,0,0,,,,,,,,,57.824,,,,,,
8f40baded4,ollama_gpt-oss_120b,4,"The patch renames the kernel macro for ID_AA64MMFR2_EL1.VARange to match the ARM specification naming, aligning kernel code with DDI0487H.a. It only updates identifiers, with no functional behavior change.",0,0,4,0,,,,,,,,,60.961,,,,,,
8f5a9371e6,ollama_gpt-oss_120b,4,"The patch updates comments in the rzg2l thermal driver: replaces an unclear phrase with a clearer one, corrects a typo, and moves the opening comment delimiter to its own line to follow coding style.",0,0,4,0,,,,,,,,,67.121,,,,,,
901a30cf5f,ollama_gpt-oss_120b,4,"The patch removes a duplicated ""the"" in a comment on line 807 of powerpc/pseries/vas, fixing a typo without changing any code logic.",0,0,4,0,,,,,,,,,56.41,,,,,,
905eebcf28,ollama_gpt-oss_120b,4,"The patch deletes the unused variable cnt from recv_func in the r8188eu driver, cleaning up dead code.",0,0,4,0,,,,,,,,,65.848,,,,,,
907862e9ae,ollama_gpt-oss_120b,4,"Adds a check in release_swfw_sync for failure to acquire the hardware semaphore; on failure (e.g., surprise‑removed hardware) it logs an error and exits, preventing the previously possible infinite loop.",4,0,1,0,,,,,,,,,85.218,,,,,,
9087c6ff8d,ollama_gpt-oss_120b,3,"The patch modifies generic_map_delete_batch() to call maybe_wait_bpf_programs() only once after processing the entire batch, removing repeated synchronize_rcu() barriers as indicated by the function comment.",0,0,3,0,,,,,,,,,63.567,,,,,,
90b13cdde1,ollama_gpt-oss_120b,4,"The patch rewrites the KVM self‑test state_test to create a single vCPU via vm_create_with_one_vcpu()/vm_recreate_with_one_vcpu(), passes a struct kvm_vcpu instead of a global VCPU_ID, changes the vCPU ID from 5 to 0, and switches to vcpu_run().",0,1,4,0,,,,,,,,,61.178,,,,,,
90b8c2c8f9,ollama_gpt-oss_120b,3,"The patch replaces CONFIG_PM_SLEEP compile‑time guards in the vf610 IIO DAC driver with calls to pm_sleep_ptr(), letting the compiler drop the code when sleep support is disabled, simplifying the code and avoiding #ifdef usage.",0,2,4,0,,,,,,,,,60.776,,,,,,
9102b78b6f,ollama_gpt-oss_120b,4,"The patch updates the copyright year range in the test files of the maple_tree subsystem, extending the span to include the current development year. No code logic is altered.",0,0,4,0,,,,,,,,,59.723,,,,,,
913c4a3e19,ollama_gpt-oss_120b,3,"The patch updates the rc5t583 multi-function device driver to use the newer i2c .probe_new() callback instead of the older .probe, removing the unused i2c_device_id argument.",0,1,4,0,,,,,,,,,55.89,,,,,,
914813cc52,ollama_gpt-oss_120b,3,"The patch adds an early‑return when vchiq_get_state receives a NULL pointer, avoiding a dereference and cleaning up the code for better readability.",3,0,2,0,,,,,,,,,60.595,,,,,,
91592b5c0c,ollama_gpt-oss_120b,4,Relocates efi32_pe_entry() from head_64.S into the .text section so it can later be compiled as a separate unit.,0,0,4,0,,,,,,,,,54.785,,,,,,
91776af1d8,ollama_gpt-oss_120b,4,"The patch moves two CEC register constant definitions from the public header adv7511.h into the source file adv7511_cec.c, eliminating unused‑variable warnings when the CEC driver option is disabled.",0,0,4,0,,,,,,,,,58.13,,,,,,
92039e8c08,ollama_gpt-oss_120b,3,"The patch modifies the Qualcomm SM6350 display clock driver, adding the CLK_OPS_PARENT_ENABLE flag to pixel and byte clock sources so that the set_rate operation can succeed.",4,0,0,0,,,,,,,,,54.673,,,,,,
9231bb1b25,ollama_gpt-oss_120b,4,"The patch updates the pcm3168a ASoC driver to replace legacy bus‑clock defines with the newer ASoC DAI format terminology, aligning the code with current kernel conventions.",0,0,4,0,,,,,,,,,63.637,,,,,,
92f78f81ac,ollama_gpt-oss_120b,3,"The patch adds a runtime validation that the number of IPA commands in a transaction does not exceed the TLV FIFO capacity, by passing a flag to gsi_channel_data_valid() and checking channel direction, using a local variable for command data.",0,4,1,0,,,,,,,,,56.721,,,,,,
932be3e95b,ollama_gpt-oss_120b,3,"The patch removes a non‑bit‑field member that precedes a bit‑field in a packed struct used by inside‑secure, eliminating unwanted padding that altered the struct size and broke zero‑initialisation and configuration calculations.",4,1,1,0,,,,,,,,,71.453,,,,,,
93a8417088,ollama_gpt-oss_120b,4,"The patch fixes a bug where moving VCAP TCAM entries rewrites stale hit counters back to hardware, causing inflated statistics. It adds a read of the current counter into a temporary stats field before migration, ensuring counters are cleared correctly.",4,0,0,0,,,,,,,,,65.339,,,,,,
944d95f766,ollama_gpt-oss_120b,4,"The patch deletes a conditional check for IS_SWAPFILE in the NFS code because the macro is always defined, eliminating dead code.",0,1,4,0,,,,,,,,,68.291,,,,,,
947934e389,ollama_gpt-oss_120b,4,"The patch corrects tps65219_set_bypass to rely on the regulator's .is_enabled() return value instead of testing .enable, and removes an unused ret variable, fixing incorrect enable-state detection.",4,0,2,0,,,,,,,,,63.897,,,,,,
949cd0b5c2,ollama_gpt-oss_120b,3,"Adds a transaction ID to the IPA driver to record the first completed but unpolled transaction, updates the ID during NAPI polling, and includes temporary consistency warnings that are later removed.",0,3,2,0,,,,,,,,,56.17,,,,,,
9536923d3f,ollama_gpt-oss_120b,4,"Deletes the unused tstamp pointer from mlx5e_txqsq after timestamp handling was moved to the core driver, cleaning up dead code in the mlx5e network driver.",0,0,4,0,,,,,,,,,59.903,,,,,,
9577fc5fdc,ollama_gpt-oss_120b,3,"The commit changes nxp-nci I2C handling to stop printing a wrong header length mismatch message when the I2C call fails, returning only the error code.",3,1,1,0,,,,,,,,,64.103,,,,,,
957f60273a,ollama_gpt-oss_120b,4,Adds device‑tree bindings so the WCN6750 Wi‑Fi chip can use Wake‑on‑Wireless (WoW) via the ath11k driver.,0,0,0,4,,,,,,,,,55.981,,,,,,
95b39792c6,ollama_gpt-oss_120b,3,"The patch replaces the use of the global ARCH_NR_GPIOS constant in the gpio‑aggregator driver with a locally defined macro (512) for the maximum number of GPIOs that can be aggregated, limiting the parser to a fixed size instead of the system‑wide limit.",0,3,2,0,,,,,,,,,60.165,,,,,,
95b8f316ae,ollama_gpt-oss_120b,4,"The commit re-formats comment blocks in the r8188eu driver to follow the drivers/net coding style, ensuring consistency before the driver moves out of staging.",0,0,4,0,,,,,,,,,64.011,,,,,,
96fed779d3,ollama_gpt-oss_120b,3,"The commit adds a new device‑tree binding file describing the Renesas RZ/G2L interrupt controller, enabling the kernel to recognize this hardware in DT.",0,0,1,4,,,,,,,,,56.331,,,,,,
97115f5f0f,ollama_gpt-oss_120b,4,"The patch changes the definition of PS_RDY_CHECK in the r8188eu driver to use the bool type, reflecting that the function returns true or false.",0,2,4,0,,,,,,,,,65.464,,,,,,
97236ad5a6,ollama_gpt-oss_120b,4,"Adds a guard in gfs2_glock_dq() to verify a GL_ASYNC glock holder hasn't already been removed, preventing a race where asynchronous dequeue and explicit cancel could dequeue the holder twice.",4,0,0,0,,,,,,,,,59.72,,,,,,
972aa1a161,ollama_gpt-oss_120b,4,"The patch removes the driver‑specific yesno() helper and replaces its usage with the generic str_yes_no() from linux/string_helpers.h, updating includes accordingly.",0,0,4,0,,,,,,,,,75.452,,,,,,
97558d170a,ollama_gpt-oss_120b,4,"The patch adds a validation to prevent the imx‑jpeg driver from using an invalid slot index (default MXC_MAX_SLOTS) when JPEG parsing fails, avoiding out‑of‑bounds array access and kernel panic.",4,0,0,0,,,,,,,,,61.788,,,,,,
9794c30841,ollama_gpt-oss_120b,4,"Updates the ARM dt-bindings YAML file by adding compatible strings for DH electronics i.MX8M Plus DHCOM and PDK2 boards, documenting them as supported SoM/evaluation boards.",0,0,3,0,,,,,,,,,57.88,,,,,,
98047313cd,ollama_gpt-oss_120b,4,"The patch fixes translate_desc() in the vhost driver by saving the 'last' parameter before incrementing addr, keeping the range end constant for vhost_iotlb_itree_first() calls.",4,0,1,0,,,,,,,,,55.449,,,,,,
9847f21225,ollama_gpt-oss_120b,3,"Adds a guard in lib/cmdline's next_arg so args[i-1] is accessed only when i>0, preventing an out‑of‑bounds read that caused a kernel page fault when parsing arguments with stray quotes.",4,1,1,0,,,,,,,,,69.707,,,,,,
984fed5686,ollama_gpt-oss_120b,4,"The patch reorders functions and variables in the via686a hwmon driver to eliminate four unnecessary forward declarations of static symbols, improving code organization without changing behavior.",0,0,4,0,,,,,,,,,63.791,,,,,,
99387b0160,ollama_gpt-oss_120b,3,The patch modifies acpi_processor_get_platform_limit() to compare the new _PPC value with the previously stored one and only update the frequency QoS request when it differs; it also validates the state count before storing and sets the default no‑limit QoS to FREQ_QOS_MAX_DEFAULT_VALUE.,0,2,4,0,,,,,,,,,58.564,,,,,,
994b7ac169,ollama_gpt-oss_120b,4,"The patch removes the build‑system logic that forced head.o to be linked first on arm64, relying on the linker script’s .head.text placement instead.",0,2,4,0,,,,,,,,,60.071,,,,,,
997b99e3b3,ollama_gpt-oss_120b,3,The patch replaces hard‑coded RAS DES PCIe capability offsets in the Tegra194 PCI driver with code that discovers the offset at runtime for each controller.,0,1,3,0,,,,,,,,,53.819,,,,,,
9995c1d096,ollama_gpt-oss_120b,3,"Adds a per‑frontend pause flag and changes the backend state machine so that when all active streams are paused the backend transitions to PAUSE instead of STOP, improving resource management.",4,2,2,0,,,,,,,,,59.078,,,,,,
99bd995655,ollama_gpt-oss_120b,3,"Adds kernel support to record each unloaded module that taints the kernel, keeping a count and showing them in module listings; feature disabled by default.",0,0,0,4,,,,,,,,,56.615,,,,,,
99df7a2810,ollama_gpt-oss_120b,3,"The patch adds a lockdown check to the /proc/powerpc/ofdt interface, rejecting device‑tree modifications from untrusted user space when the kernel is locked down, thereby preventing misuse of the interface for arbitrary physical address writes.",0,4,1,0,,,,,,,,,63.015,,,,,,
9a34161a0b,ollama_gpt-oss_120b,3,"Updates ADI ASoC drivers to use the new legacy_dai_naming flag (opt‑out) instead of the previous non_legacy_dai_naming opt‑in flag, aligning the code with the newer naming convention for CPU‑side DAIs.",0,1,3,0,,,,,,,,,53.07,,,,,,
9a7a1be6b6,ollama_gpt-oss_120b,4,"The patch changes ptp_ocp memory allocation from kzalloc(x*y) to kcalloc(y, x) to use kcalloc's overflow checks, improving safety without altering functionality.",0,3,2,0,,,,,,,,,56.404,,,,,,
9a938eba8d,ollama_gpt-oss_120b,3,"The patch removes the regs member from the coredump_params structure because its value is always the current task's pt_regs, making the field redundant.",0,2,4,0,,,,,,,,,63.957,,,,,,
9a9acdccdf,ollama_gpt-oss_120b,4,Adds a dma_release_channel() call in the probe error path of sun4i-emac driver to correctly free a DMA channel obtained in emac_configure_dma() when probing fails.,4,0,0,0,,,,,,,,,64.484,,,,,,
9ad1230533,ollama_gpt-oss_120b,3,"The patch changes btrfs_ioctl to obtain the inode from the file descriptor and reuse it for callbacks instead of creating a new one, simplifying inode handling.",2,0,2,0,,,,,,,,,66.151,,,,,,
9ae551ded5,ollama_gpt-oss_120b,3,"The patch replaces a hand‑rolled implementation of device_get_match_data() in acpi_smbus_cmi_add() with the standard helper, cleaning up the i2c/scmi driver code.",0,1,3,0,,,,,,,,,57.516,,,,,,
9aeb7f99a1,ollama_gpt-oss_120b,4,"Adds a helper rdev_mdlock_deref() that wraps rcu_dereference_protected() for rdev/replacement pointers accessed while mddev_lock is held, to silence sparse warnings and document proper RCU usage.",0,1,3,0,,,,,,,,,58.737,,,,,,
9af41cc334,ollama_gpt-oss_120b,4,"Adds handling of GTP_ECHO_REQ in the GTP driver, sending GTP_ECHO_RSP with recovery IE and appropriate restart counter, bringing the device into compliance with the GTP spec.",0,0,1,4,,,,,,,,,72.242,,,,,,
9b392e0e0b,ollama_gpt-oss_120b,3,"Adds a guard to verify hdev is non‑NULL before accessing hdev->name in bt_dev_info/warn/err/dbg, preventing a null‑pointer dereference that caused kernel errors.",4,0,0,0,,,,,,,,,63.621,,,,,,
9b51d9d866,ollama_gpt-oss_120b,4,"The patch replaces calls to cpumask_next_* with cpumask_first_* where the start index is -1 (i.e., beginning of mask) and adds a new helper cpumask_first_zero() to provide equivalent functionality, improving efficiency and simplifying code.",0,1,4,0,,,,,,,,,81.172,,,,,,
9b60b67519,ollama_gpt-oss_120b,3,"The commit marks the Clevo‑mail LED driver as broken because it uses brightness to control blink rate, which is unconventional, and notes that a proper interface fix is pending.",0,2,3,0,,,,,,,,,56.624,,,,,,
9b6bf4d612,ollama_gpt-oss_120b,3,"The patch checks the result of a BSS lookup; if it is an error pointer, it replaces it with NULL to avoid freeing an invalid pointer.",4,0,0,0,,,,,,,,,53.467,,,,,,
9b7fd1670a,ollama_gpt-oss_120b,3,"The patch adjusts the Aquantia PHY driver to stop advertising 2.5G/5G speeds when the interface is limited to 1 Gbps, clearing default advertisement bits during autonegotiation.",4,0,0,0,,,,,,,,,62.966,,,,,,
9b80ccda23,ollama_gpt-oss_120b,4,"The patch adds an rcu_read_lock and takes a reference on the real device in bond_ethtool_get_ts_info(), fixing a crash that occurs when the function is invoked via setsockopt without holding RCU protection.",4,0,0,0,,,,,,,,,60.376,,,,,,
9c818d8491,ollama_gpt-oss_120b,3,"The patch adds logging for the GPIO and DMIC quirks in the Intel SOF ES8336 ASoC driver, extending the existing SSP quirk log so all quirks are reported.",0,1,3,0,,,,,,,,,60.989,,,,,,
9d19d966b4,ollama_gpt-oss_120b,3,The patch renames the variables maxpctksize and maxpcktsize to wMaxPacketSize in the USB gadget UAC2 driver to make the spelling consistent.,0,0,4,0,,,,,,,,,63.162,,,,,,
9d895e4684,ollama_gpt-oss_120b,4,"The patch modifies perf's data conversion to JSON so that tracepoint (probe) variables are emitted as name/value pairs using tep_print_field, enabling fields like __probe_ip and query_string_string in the JSON output.",0,0,1,4,,,,,,,,,55.534,,,,,,
9db056e950,ollama_gpt-oss_120b,4,"The patch corrects misspelled words in pr_warn and pr_debug messages within the nvmet-auth driver, updating the literal strings to proper spelling without altering logic or behavior.",0,0,4,0,,,,,,,,,54.443,,,,,,
9dd4545f65,ollama_gpt-oss_120b,4,"Edits a source file in the AMD DRM driver to correct a duplicated word in a comment, changing 'the the' to 'the'.",0,0,4,0,,,,,,,,,59.783,,,,,,
9ec9b79a2b,ollama_gpt-oss_120b,4,"The patch refactors conv_uni_to_pc() in the consolemap code: it stores vc_uni_pagedir_loc in a local variable, adds a NULL check, splits a large conditional into smaller ones, and removes an unnecessary newline, making the function more readable.",0,0,4,0,,,,,,,,,56.277,,,,,,
9ed11999f9,ollama_gpt-oss_120b,4,"The commit updates the MAINTAINERS file to add Paul Kocialkowski as the maintainer for the Allwinner A31 MIPI CSI-2 bridge media driver, with appropriate sign‑offs.",0,0,3,0,,,,,,,,,57.194,,,,,,
9f22f95951,ollama_gpt-oss_120b,3,"The patch adds a device‑specific override in the uvcvideo driver to restrict the power line frequency control for Chicony Easycamera models that implement it incorrectly, preventing the driver from exposing a broken control.",4,0,1,0,,,,,,,,,57.914,,,,,,
